id,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,CreationTime
150,36.1755943670869,-79.7936624474824,0,2021-02-11T23:08:04Z,,,08-140,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
151,36.1754549760371,-79.7915932908654,0,2021-02-11T23:08:04Z,,,08-141,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
152,36.1749829910696,-79.7912320308387,0,2021-02-11T23:08:04Z,,,08-142,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
153,36.1738940142095,-79.7920749988407,0,2021-02-11T23:08:04Z,,,08-142T,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
154,36.1739599797875,-79.7920699696988,0,2021-02-11T23:08:04Z,,,08-143,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
155,36.1729742679745,-79.7909575235099,0,2021-02-11T23:08:04Z,,,08-144,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
156,36.1669014953077,-79.7874537203461,0,2021-02-11T23:08:04Z,,,08-145,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
157,36.1643684841692,-79.7894709091634,0,2021-02-11T23:08:04Z,,,08-146,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
158,36.1620577611029,-79.7880248632282,0,2021-02-11T23:08:04Z,,,08-147,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
159,36.1620577611029,-79.7880248632282,0,2021-02-11T23:08:04Z,,,08-147T,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
160,36.1633414495736,-79.7854991443455,0,2021-02-11T23:08:04Z,,,08-148,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
161,36.1578473635018,-79.7835495974869,0,2021-02-11T23:08:04Z,,,08-149,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
162,36.1582875810564,-79.7825054638088,0,2021-02-11T23:08:04Z,,,08-150,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
163,36.1633737199008,-79.7791513614357,0,2021-02-11T23:08:04Z,,,08-151,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
164,36.1636783182621,-79.777246657759,0,2021-02-11T23:08:04Z,,,08-152,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
165,36.1645668838173,-79.7741219680756,0,2021-02-11T23:08:04Z,,,08-153,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
166,36.1669401358813,-79.7709157224745,0,2021-02-11T23:08:04Z,,,08-154,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
167,36.1656619794667,-79.7684309910983,0,2021-02-11T23:08:04Z,,,08-154T,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
168,36.1692932713777,-79.7686678636819,0,2021-02-11T23:08:04Z,,,08-155,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
169,36.162190027535,-79.7658500354737,0,2021-02-11T23:08:04Z,,,08-156,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
170,36.1626999825239,-79.764399966225,0,2021-02-11T23:08:04Z,,,08-157,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
171,36.1640024464577,-79.7632154356688,0,2021-02-11T23:08:04Z,,,08-158,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
172,36.1652122903615,-79.7622477449477,0,2021-02-11T23:08:04Z,,,08-159,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
173,36.1715436447412,-79.765523225069,0,2021-02-11T23:08:04Z,,,08-160,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
174,36.1717506777495,-79.7595357801765,0,2021-02-11T23:08:04Z,,,08-161,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
175,36.1714938562363,-79.7535730618984,0,2021-02-11T23:08:04Z,,,08-162,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
176,36.1706121638417,-79.7527223825455,0,2021-02-11T23:08:04Z,,,08-163,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
177,36.1694800201803,-79.74788996391,0,2021-02-11T23:08:04Z,,,08-164,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
178,36.1685499642044,-79.7451500035822,0,2021-02-11T23:08:04Z,,,08-165,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
179,36.170279989019,-79.7439199592918,0,2021-02-11T23:08:04Z,,,08-166,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
180,36.170279989019,-79.7439199592918,0,2021-02-11T23:08:04Z,,,08-166T,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2021-02-11T23:08:04Z
